1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
3.0829996831016615e-06,1.0900002962443978e-06,7.630005711689591e-07,7.379994713119231e-07,7.070002538966946e-07,7.090002327458933e-07,7.450007615261711e-07,7.030002961982973e-07,7.130001904442906e-07,7.039998308755457e-07,6.999998731771484e-07,7.240005288622342e-07,6.949994713068008e-07,7.030002961982973e-07,6.870004654047079e-07,7.090002327458933e-07,7.219996405183338e-07,7.239996193675324e-07,6.959999154787511e-07,6.939999366295524e-07,6.979998943279497e-07,6.800000846851617e-07,6.899999789311551e-07,6.730006134603173e-07,6.450000000768341e-07,6.949994713068008e-07,6.919999577803537e-07,7.389999154838733e-07,7.05000275047496e-07,7.009994078543968e-07,6.890004442539066e-07,7.149992597987875e-07,7.300004654098302e-07,7.250000635394827e-07,7.039998308755457e-07,6.78000105835963e-07,7.2900002123788e-07,6.899999789311551e-07,7.019998520263471e-07,6.939999366295524e-07,6.760001269867644e-07,7.039998308755457e-07,7.190001269918866e-07,7.05000275047496e-07,7.11000211595092e-07,6.629998097196221e-07,7.270000423886813e-07,6.899999789311551e-07,7.340004231082276e-07,7.019998520263471e-07,7.139997251215391e-07,7.240005288622342e-07,7.17000148142688e-07,7.440003173542209e-07,7.569997251266614e-07,7.23000084690284e-07,6.880000000819564e-07,6.699992809444666e-07,6.72000169288367e-07,6.750005923095159e-07,6.860000212327577e-07,6.890004442539066e-07,7.019998520263471e-07,7.46999830880668e-07,7.139997251215391e-07,7.200005711638369e-07,6.999998731771484e-07,7.270000423886813e-07,6.949994713068008e-07,6.850004865555093e-07,7.219996405183338e-07,6.970003596507013e-07,6.990003384999e-07,7.179996828199364e-07,7.280004865606315e-07,6.950003808015026e-07,6.910004231031053e-07,7.380003808066249e-07,7.17000148142688e-07,6.860000212327577e-07,7.109993021003902e-07,7.219996405183338e-07,7.039998308755457e-07,6.959999154787511e-07,6.919999577803537e-07,6.870004654047079e-07,7.140006346162409e-07,7.029993867035955e-07,6.909995136084035e-07,7.259995982167311e-07,6.649997885688208e-07,6.820000635343604e-07,7.070002538966946e-07,7.429998731822707e-07,7.070002538966946e-07,7.119997462723404e-07,7.219996405183338e-07,7.179996828199364e-07,6.920008672750555e-07,6.810005288571119e-07,6.969994501559995e-07,7.11000211595092e-07,6.809996193624102e-07,6.740001481375657e-07,6.730006134603173e-07,6.800000846851617e-07,7.019998520263471e-07,6.709997251164168e-07,6.849995770608075e-07,7.459993867087178e-07,7.099997674231417e-07,6.769996616640128e-07,6.579994078492746e-07,7.150001692934893e-07,6.78000105835963e-07,6.930004019523039e-07,6.569998731720261e-07,6.679993020952679e-07,7.090002327458933e-07,6.959999154787511e-07,7.039998308755457e-07,6.769996616640128e-07,7.039998308755457e-07,6.809996193624102e-07,6.849995770608075e-07,6.969994501559995e-07,7.059998097247444e-07,6.669997674180195e-07,6.830005077063106e-07,6.949994713068008e-07,7.240005288622342e-07,6.979998943279497e-07,7.2900002123788e-07,6.950003808015026e-07,6.949994713068008e-07,7.340004231082276e-07,7.159997039707378e-07,7.079997885739431e-07,7.109993021003902e-07,7.2900002123788e-07,7.180005923146382e-07,6.939999366295524e-07,7.210001058410853e-07,7.140006346162409e-07,7.199996616691351e-07,7.009994078543968e-07,7.239996193675324e-07,7.190001269918866e-07,7.429998731822707e-07,7.250000635394827e-07,7.009994078543968e-07,7.210001058410853e-07,6.850004865555093e-07,6.72000169288367e-07,6.990003384999e-07,6.910004231031053e-07,6.800000846851617e-07,7.280004865606315e-07,6.72000169288367e-07,6.889995347592048e-07,6.810005288571119e-07,7.179996828199364e-07,7.129992809495889e-07,6.919999577803537e-07,6.949994713068008e-07,7.380003808066249e-07,6.850004865555093e-07,6.830005077063106e-07,6.880000000819564e-07,7.099997674231417e-07,6.930004019523039e-07,7.019998520263471e-07,7.009994078543968e-07,7.11000211595092e-07,7.059998097247444e-07,6.880000000819564e-07,7.219996405183338e-07,7.150001692934893e-07,6.790005500079133e-07,7.070002538966946e-07,6.869995559100062e-07,6.979998943279497e-07,6.78000105835963e-07,6.909995136084035e-07,6.910004231031053e-07,7.179996828199364e-07,7.400003596558236e-07,7.080006980686449e-07,6.78000105835963e-07,7.090002327458933e-07,6.990003384999e-07,7.069993444019929e-07,7.220005500130355e-07,6.860000212327577e-07,7.060007192194462e-07,6.769996616640128e-07,6.889995347592048e-07,7.210001058410853e-07,7.05000275047496e-07,6.939999366295524e-07
