0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
0.0017940039997483836,0.0003295380001873127,0.00025811099976635887,0.00019372199994904804,0.00016480799968121573,0.00016172999994523707,0.000558773999728146,0.0003138260003652249,0.0001867109999693639,0.00018337499977860716,0.00018164600032832823,0.00015115700034584734,0.00015719400016678264,0.0001712190000944247,0.00022530199976245058,0.00015447900022991234,0.0001492040000812267,0.00015243699999700766,0.0001482650000070862,0.00014999299992268789,0.00013732500019614235,0.00013769500037597027,0.00013540500003728084,0.00013451099994199467,0.00013350300014280947,0.0001339999998890562,0.00013341000021682703,0.00013862299965694547,0.00015055199992275448,0.00016035499993449776
4.2313999983889516e-05,3.692799964483129e-05,3.600699983508093e-05,4.5152999973652186e-05,3.69079998563393e-05,4.257399996276945e-05,3.461200003584963e-05,3.514199988785549e-05,3.8082999708421994e-05,3.627499972935766e-05,3.579399981390452e-05,3.554599970811978e-05,4.36529999205959e-05,3.6546000046655536e-05,3.465000008873176e-05,3.631699973993818e-05,4.462400011107093e-05,3.5275999834993854e-05,3.566699979273835e-05,3.92339998143143e-05,4.0251999962492846e-05,3.748300014194683e-05,3.523800023685908e-05,3.507700012050918e-05,3.413500007809489e-05,3.5338000088813715e-05,3.426400007811026e-05,3.4810000215657055e-05,3.530200001478079e-05,3.4671999856072944e-05
3.5117999686917756e-05,3.655099999377853e-05,3.59040000148525e-05,3.457100001469371e-05,3.6407999687071424e-05,3.617999982452602e-05,3.429400021559559e-05,3.407000031074858e-05,3.448799998295726e-05,3.500799994071713e-05,3.4468999729142524e-05,3.4627000331965974e-05,3.463399980319082e-05,3.5505999676388456e-05,3.521999997246894e-05,3.506800021568779e-05,3.4670999866648344e-05,3.4330999824305763e-05,3.450799977144925e-05,3.6127999919699505e-05,3.517799996188842e-05,3.399299976081238e-05,3.3964000067499e-05,3.4562999644549564e-05,3.505499989842065e-05,3.4873000004154164e-05,3.455900014159852e-05,3.6825999814027455e-05,3.458500032138545e-05,3.692500013130484e-05
3.531200036377413e-05,3.7429999792948365e-05,3.72260001313407e-05,3.556699994078372e-05,3.603999994084006e-05,3.5554000078263925e-05,3.664599989861017e-05,3.529700006765779e-05,3.517100003591622e-05,3.501799983496312e-05,3.4810000215657055e-05,3.669499983516289e-05,3.5042000035900855e-05,3.547200003595208e-05,3.5584999750426505e-05,3.6269000247557415e-05,3.45829998877889e-05,3.49679999089858e-05,3.4745999982987996e-05,3.5261999983049463e-05,3.4854999739764025e-05,3.608399993026978e-05,3.5848000152327586e-05,3.506500024741399e-05,3.518699986670981e-05,3.55909996869741e-05,3.531500033204793e-05,3.5691999983100686e-05,3.562300025805598e-05,3.562800020517898e-05
3.5752999792748597e-05,3.578099995138473e-05,3.554099976099678e-05,3.4857000173360575e-05,3.6094999813940376e-05,3.609299983509118e-05,3.47449999935634e-05,3.6294999972597e-05,3.655299997262773e-05,3.5284000205138e-05,3.463500024736277e-05,3.509400039547472e-05,3.5228999877290335e-05,3.981500003646943e-05,3.4919999961857684e-05,3.641300008894177e-05,3.4731999676296255e-05,3.502199979266152e-05,3.3925000025192276e-05,3.492199994070688e-05,3.464900009930716e-05,3.421400015213294e-05,3.413800004636869e-05,3.454899979260517e-05,3.398999979253858e-05,3.39670000357728e-05,3.395200019440381e-05,3.359199990882189e-05,3.4294999750272837e-05,3.4917999983008485e-05
3.515599973979988e-05,3.4222000067529734e-05,3.379099962330656e-05,3.466499993010075e-05,3.367199997228454e-05,3.4127999697375344e-05,3.413500007809489e-05,3.4019999930023914e-05,3.3602000257815234e-05,3.5260000004200265e-05,3.429299977142364e-05,3.542200010997476e-05,3.499199965517619e-05,3.464299970801221e-05,3.405400002520764e-05,3.4173000130977016e-05,3.436699989833869e-05,3.513899991958169e-05,3.542200010997476e-05,3.529500008880859e-05,3.555800003596232e-05,3.47449999935634e-05,3.4034999771392904e-05,3.6672000078397105e-05,3.4127000162698096e-05,3.426100010983646e-05,3.47440000041388e-05,3.429299977142364e-05,3.4299000162718585e-05,3.447399967626552e-05
3.6207999983162154e-05,3.465200006758096e-05,3.455299975030357e-05,3.5276999824418453e-05,3.388200002518715e-05,3.432299990890897e-05,3.3911000173247885e-05,3.3567999707884155e-05,3.410399995118496e-05,3.397799991944339e-05,3.487899994070176e-05,3.418200003579841e-05,3.504899996187305e-05,3.4808999771485105e-05,3.439800002524862e-05,3.41949998983182e-05,3.4142000004067086e-05,3.325099987705471e-05,3.420999973968719e-05,3.441399985604221e-05,3.45889998243365e-05,3.439700003582402e-05,3.465099962340901e-05,3.524200019455748e-05,3.4792999940691516e-05,3.4547000268503325e-05,3.487799995127716e-05,3.4066999887727434e-05,3.385600030014757e-05,3.4513999707996845e-05
3.483900036371779e-05,3.401100002520252e-05,3.469800003585988e-05,3.477299969745218e-05,3.521899998304434e-05,3.441900025791256e-05,3.4760999824356986e-05,3.5121000109938905e-05,3.465100007815636e-05,3.417900006752461e-05,3.417800007810001e-05,3.441500030021416e-05,3.481500016278005e-05,3.483099999357364e-05,3.4347000109846704e-05,3.4406000395392766e-05,3.413500007809489e-05,3.444800040597329e-05,3.323800001453492e-05,3.424499982429552e-05,3.4821999634004897e-05,3.413100012039649e-05,3.386699972907081e-05,3.354099999341997e-05,3.455500018390012e-05,3.450999975029845e-05,3.466399994067615e-05,3.486100013105897e-05,3.39630000780744e-05,3.393399993001367e-05
3.416299978198367e-05,3.452400005699019e-05,3.4564000088721514e-05,3.540199986673542e-05,3.4903000141639495e-05,3.469600005701068e-05,3.4872000014729565e-05,3.452300006756559e-05,3.7538000015047146e-05,3.766800000448711e-05,3.493799977150047e-05,3.641199964476982e-05,3.5197999750380404e-05,3.5818000014842255e-05,3.534600000421051e-05,3.526499995132326e-05,3.4358999982941896e-05,3.441699982431601e-05,3.478600001471932e-05,3.440199998294702e-05,3.4792999940691516e-05,3.4016999961750116e-05,3.465800000412855e-05,3.401000003577792e-05,3.479099996184232e-05,3.3629999961704016e-05,3.3927999993466074e-05,3.414000002521789e-05,3.4062999930029036e-05,3.427000001465785e-05
3.4979000247403746e-05,3.393399993001367e-05,3.416699973968207e-05,3.410199997233576e-05,3.331299967612722e-05,3.361900007803342e-05,3.423400039537228e-05,3.436799988776329e-05,3.37370001943782e-05,3.352800013090018e-05,3.344799961269018e-05,3.3925000025192276e-05,3.372000037416001e-05,3.384399997230503e-05,3.372200035300921e-05,3.336000008857809e-05,3.424399983487092e-05,3.4113000310753705e-05,3.416499976083287e-05,3.401100002520252e-05,3.405500001463224e-05,3.45889998243365e-05,3.495600003589061e-05,3.450899976087385e-05,3.4905000120488694e-05,3.433300025790231e-05,3.391900008864468e-05,3.4454000342520885e-05,3.457399998296751e-05,3.598400007831515e-05
